case_id,category,case_class,actual_decision,acceptable_decisions,decision_compliant,release_eligible,analysis_complete,completeness_class,worker_status,findings_recall_pass,missing_expected_findings,unexpected_findings,latency_ms,error
OFF-RISK-006,RISKY_OFFICE,RISKY,QUARANTINE,QUARANTINE,true,false,true,COMPLETE,SUCCESS,true,,,332,
OFF-RISK-007,RISKY_OFFICE,RISKY,QUARANTINE,QUARANTINE,true,false,true,COMPLETE,SUCCESS,true,,,332,
OFF-RISK-008,RISKY_OFFICE,RISKY,QUARANTINE,QUARANTINE,true,false,false,INTENTIONAL_PARTIAL,FAILED,true,,,347,
OFF-RISK-009,RISKY_OFFICE,RISKY,QUARANTINE,QUARANTINE,true,false,false,INTENTIONAL_PARTIAL,FAILED,true,,,316,
OFF-RISK-010,RISKY_OFFICE,RISKY,QUARANTINE,QUARANTINE,true,false,false,PARSER_FAILURE,FAILED,true,,,358,
PDF-BEN-001,BENIGN_PDF,BENIGN,ALLOW,ALLOW,true,true,true,COMPLETE,SUCCESS,true,,,218,
PDF-BEN-002,BENIGN_PDF,BENIGN,ALLOW,ALLOW,true,true,true,COMPLETE,SUCCESS,true,,,231,
PDF-BEN-003,BENIGN_PDF,BENIGN,ALLOW,ALLOW,true,true,true,COMPLETE,SUCCESS,true,,,214,
PDF-BEN-004,BENIGN_PDF,BENIGN,ALLOW,ALLOW,true,true,true,COMPLETE,SUCCESS,true,,,225,
PDF-RISK-001,RISKY_PDF,RISKY,ALLOW,ALLOW,true,true,true,COMPLETE,SUCCESS,true,,,231,
PDF-RISK-002,RISKY_PDF,RISKY,ALLOW,ALLOW,true,true,true,COMPLETE,SUCCESS,true,,,230,
PDF-RISK-003,RISKY_PDF,RISKY,QUARANTINE,QUARANTINE,true,false,true,COMPLETE,SUCCESS,true,,,232,
PDF-RISK-004,RISKY_PDF,RISKY,REVIEW,REVIEW,true,false,true,COMPLETE,SUCCESS,true,,,240,
PDF-RISK-005,RISKY_PDF,RISKY,QUARANTINE,QUARANTINE,true,false,true,COMPLETE,SUCCESS,true,,,222,
PDF-RISK-006,RISKY_PDF,RISKY,REVIEW,REVIEW,true,false,true,COMPLETE,SUCCESS,true,,,288,
PDF-RISK-007,RISKY_PDF,RISKY,REVIEW,REVIEW,true,false,true,COMPLETE,SUCCESS,true,,,215,
PDF-RISK-008,RISKY_PDF,RISKY,ALLOW,ALLOW,true,true,true,COMPLETE,SUCCESS,true,,,226,
PDF-RISK-009,RISKY_PDF,RISKY,ALLOW,ALLOW,true,true,true,COMPLETE,SUCCESS,true,,,220,
PDF-RISK-010,RISKY_PDF,RISKY,BLOCK,BLOCK,true,false,true,COMPLETE,SUCCESS,true,,,235,
PDF-RISK-011,RISKY_PDF,RISKY,QUARANTINE,QUARANTINE,true,false,false,INTENTIONAL_PARTIAL,FAILED,true,,,227,
PDF-RISK-012,RISKY_PDF,RISKY,QUARANTINE,QUARANTINE,true,false,false,PARSER_FAILURE,FAILED,true,,,234,
YAR-001,YARA,RISKY,BLOCK,BLOCK,true,false,true,COMPLETE,SUCCESS,true,,,150,
YAR-002,YARA,RISKY,QUARANTINE,QUARANTINE,true,false,true,COMPLETE,SUCCESS,true,,,248,
YAR-003,YARA,BENIGN,ALLOW,ALLOW,true,true,true,COMPLETE,SUCCESS,true,,,148,
YAR-004,YARA,RISKY,QUARANTINE,QUARANTINE,true,false,true,COMPLETE,SUCCESS,true,,,140,
YAR-005,YARA,BENIGN,ALLOW,ALLOW,true,true,true,COMPLETE,SUCCESS,true,,,144,
